ref,name,is_councillor,month,service_area,deputy_directorate
15538452,Perfect,1,01/04/2024,Leisure Parks and Open Spaces,Place
15540152,Leaf,1,01/04/2024,Environmental Services,Place
15554408,Sandhu,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15556808,Evennett,0,01/04/2024,"Highways, Traffic and Infrastructure",Place
15557608,Day,1,01/04/2024,"Looked after Children, Permanence and Specialist Services",Childrens Social Care
15557908,Sandhu,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15560708,Sandhu,1,01/04/2024,Housing Services,Place
15561008,Efford,0,01/03/2024,"School Expansion, Transport and Admissions",Educational Achievement & Inclusion
15565836,Borella,1,01/04/2024,Environmental Services,Place
15570528,Smith,1,01/04/2024,Planning and Regulation,Place
15571194,Christoforides,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15573788,Taylor N,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15574488,Ferguson,1,01/04/2024,Leisure Parks and Open Spaces,Place
15576088,Hunt,1,01/04/2024,"Highways, Traffic and Infrastructure",Place
15583420,Johnson,0,01/04/2024,Parking Enforcement (Bexley and Bromley),Place
15591744,Christoforides,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15596096,Ferguson,1,01/05/2024,Environmental Services,Place
15598828,Ward-Wilson,1,01/05/2024,Environmental Services,Place
15617104,Ball,1,01/05/2024,Planning and Regulation,Place
15627460,Ball,1,01/05/2024,Libraries and Communities,Place
15634356,Ward-Wilson,1,01/05/2024,Environmental Services,Place
15636157,Francis,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15636356,Reader,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15639920,Leaf,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15641584,Christoforides,1,01/05/2024,Strategic Planning,Place
15647148,Day,1,01/05/2024,Safeguarding Adults,Adult Social Care & Health
15647448,Sandhu,1,01/05/2024,Environmental Services,Place
15647648,French,0,01/05/2024,Environmental Services,Place
15647748,French,0,01/05/2024,Planning and Regulation,Place
15648348,Leaf,1,01/05/2024,Environmental Services,Place
15659400,Leaf,1,01/05/2024,Environmental Services,Place
15660332,Borella,1,01/05/2024,Environmental Services,Place
15661732,Francis,1,01/05/2024,Leisure Parks and Open Spaces,Place
15664124,Ferguson,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15664424,Catterall,1,01/05/2024,Planning and Regulation,Place
15664725,Borella,1,01/05/2024,Environmental Services,Place
15664924,Sandhu,1,01/05/2024,Parking Enforcement (Bexley and Bromley),Place
15665425,Borella,1,01/05/2024,Housing Services,Place
15667224,Ferguson,1,01/05/2024,Environmental Services,Place
15668726,Day,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15678140,Leaf,1,01/05/2024,Libraries and Communities,Place
15678240,French,0,01/05/2024,Planning and Regulation,Place
15688764,Hinkley,1,01/05/2024,Customer Services & Business Support,Corporate Services
15690096,French,0,01/05/2024,"Highways, Traffic and Infrastructure",Place
15691397,Seymour,1,01/05/2024,Leisure Parks and Open Spaces,Place
15697724,Sandhu,1,01/05/2024,"Highways, Traffic and Infrastructure",Place
15706548,Ball,1,01/06/2024,Leisure Parks and Open Spaces,Place
15706848,Curtois,1,01/06/2024,Planning and Regulation,Place
15708248,Day,1,01/06/2024,"Highways, Traffic and Infrastructure",Place
15710744,Sandhu,1,01/05/2024,Environmental Services,Place
15710944,Sandhu,1,01/05/2024,Environmental Services,Place
15711844,Leaf,1,01/05/2024,Virtual School for Looked After Children and Children's Participation,Childrens Social Care
15714444,Ward-Wilson,1,01/05/2024,Housing Services,Place
15714544,Sandhu,1,01/05/2024,Environmental Services,Place
15722337,Taylor C,1,01/06/2024,Environmental Services,Place
15723068,Jackson,1,01/06/2024,"Highways, Traffic and Infrastructure",Place
15723768,Day,1,01/06/2024,Environmental Services,Place
15726896,Ferguson,1,01/06/2024,Environmental Services,Place
15728296,Curtois,1,01/06/2024,Leisure Parks and Open Spaces,Place
15728896,Cousins,0,01/06/2024,"Highways, Traffic and Infrastructure",Place
15729298,Ferguson,1,01/06/2024,Environmental Services,Place
15729301,Ferguson,1,01/06/2024,Environmental Services,Place
15729796,French,0,01/06/2024,"Highways, Traffic and Infrastructure",Place
15733393,Gill,1,01/06/2024,Exchequer Services,Finance
15739549,Dourmoush,1,01/06/2024,Environmental Services,Place
15744177,O'Hare,1,01/06/2024,Planning and Regulation,Place
15746900,Day,1,01/06/2024,"Highways, Traffic and Infrastructure",Place
15752952,Sandhu,1,01/06/2024,Planning and Regulation,Place
15753452,Ball,1,01/06/2024,Environmental Services,Place
15760712,James,0,01/06/2024,Environmental Services,Place
15761512,Borella,1,01/06/2024,Leisure Parks and Open Spaces,Place
15763276,Leaf,1,01/06/2024,Environmental Services,Place
15763876,Hunt,1,01/06/2024,"Highways, Traffic and Infrastructure",Place
15772716,Leaf,1,01/06/2024,Environmental Services,Place
15782736,Leaf,1,01/06/2024,Environmental Services,Place
