borough,variable,value,borough_category,is_per_capita
Hammersmith and Fulham,The Private Finance Initiative (PFI),1429.0,Inner London,0
Haringey,The Private Finance Initiative (PFI),0.0,Inner London,0
Harrow,The Private Finance Initiative (PFI),2509.0,Outer London,0
Havering,The Private Finance Initiative (PFI),0.0,Outer London,0
Hillingdon,The Private Finance Initiative (PFI),1803.0,Outer London,0
Hounslow,The Private Finance Initiative (PFI),13162.0,Outer London,0
Islington,The Private Finance Initiative (PFI),1025.0,Inner London,0
Kensington and Chelsea,The Private Finance Initiative (PFI),0.0,Inner London,0
Kingston upon Thames,The Private Finance Initiative (PFI),0.0,Outer London,0
Lambeth,The Private Finance Initiative (PFI),3676.0,Inner London,0
Lewisham,The Private Finance Initiative (PFI),26559.0,Inner London,0
Merton,The Private Finance Initiative (PFI),4797.0,Outer London,0
Newham,The Private Finance Initiative (PFI),5646.0,Inner London,0
Redbridge,The Private Finance Initiative (PFI),0.0,Outer London,0
Richmond upon Thames,The Private Finance Initiative (PFI),2194.0,Outer London,0
Southwark,The Private Finance Initiative (PFI),0.0,Inner London,0
Sutton,The Private Finance Initiative (PFI),0.0,Outer London,0
Tower Hamlets,The Private Finance Initiative (PFI),9380.0,Inner London,0
Waltham Forest,The Private Finance Initiative (PFI),31053.0,Outer London,0
Wandsworth,The Private Finance Initiative (PFI),0.0,Inner London,0
Westminster,The Private Finance Initiative (PFI),410.0,Inner London,0
Barking and Dagenham,Police Officer Uplift Grant,0.0,Outer London,0
Barnet,Police Officer Uplift Grant,0.0,Outer London,0
Bexley,Police Officer Uplift Grant,0.0,Outer London,0
Brent,Police Officer Uplift Grant,0.0,Outer London,0
Bromley,Police Officer Uplift Grant,0.0,Outer London,0
Camden,Police Officer Uplift Grant,0.0,Inner London,0
Croydon,Police Officer Uplift Grant,0.0,Outer London,0
Ealing,Police Officer Uplift Grant,0.0,Outer London,0
Enfield,Police Officer Uplift Grant,0.0,Outer London,0
Greenwich,Police Officer Uplift Grant,0.0,Outer London,0
Hackney,Police Officer Uplift Grant,0.0,Inner London,0
Hammersmith and Fulham,Police Officer Uplift Grant,0.0,Inner London,0
Haringey,Police Officer Uplift Grant,0.0,Inner London,0
Harrow,Police Officer Uplift Grant,0.0,Outer London,0
Havering,Police Officer Uplift Grant,0.0,Outer London,0
Hillingdon,Police Officer Uplift Grant,0.0,Outer London,0
Hounslow,Police Officer Uplift Grant,0.0,Outer London,0
Islington,Police Officer Uplift Grant,0.0,Inner London,0
Kensington and Chelsea,Police Officer Uplift Grant,0.0,Inner London,0
Kingston upon Thames,Police Officer Uplift Grant,0.0,Outer London,0
Lambeth,Police Officer Uplift Grant,0.0,Inner London,0
Lewisham,Police Officer Uplift Grant,0.0,Inner London,0
Merton,Police Officer Uplift Grant,0.0,Outer London,0
Newham,Police Officer Uplift Grant,0.0,Inner London,0
Redbridge,Police Officer Uplift Grant,0.0,Outer London,0
Richmond upon Thames,Police Officer Uplift Grant,0.0,Outer London,0
Southwark,Police Officer Uplift Grant,0.0,Inner London,0
Sutton,Police Officer Uplift Grant,0.0,Outer London,0
Tower Hamlets,Police Officer Uplift Grant,0.0,Inner London,0
Waltham Forest,Police Officer Uplift Grant,0.0,Outer London,0
Wandsworth,Police Officer Uplift Grant,0.0,Inner London,0
Westminster,Police Officer Uplift Grant,0.0,Inner London,0
Barking and Dagenham,Other grants within AEF ,1019.0,Outer London,0
Barnet,Other grants within AEF ,567.0,Outer London,0
Bexley,Other grants within AEF ,5594.0,Outer London,0
Brent,Other grants within AEF ,15086.0,Outer London,0
Bromley,Other grants within AEF ,20139.0,Outer London,0
Camden,Other grants within AEF ,22166.0,Inner London,0
Croydon,Other grants within AEF ,25712.0,Outer London,0
Ealing,Other grants within AEF ,5426.0,Outer London,0
Enfield,Other grants within AEF ,33281.0,Outer London,0
Greenwich,Other grants within AEF ,3444.0,Outer London,0
Hackney,Other grants within AEF ,14123.0,Inner London,0
Hammersmith and Fulham,Other grants within AEF ,2121.0,Inner London,0
Haringey,Other grants within AEF ,28511.0,Inner London,0
Harrow,Other grants within AEF ,0.0,Outer London,0
Havering,Other grants within AEF ,22283.0,Outer London,0
Hillingdon,Other grants within AEF ,31685.0,Outer London,0
Hounslow,Other grants within AEF ,14396.0,Outer London,0
Islington,Other grants within AEF ,9739.0,Inner London,0
Kensington and Chelsea,Other grants within AEF ,5455.0,Inner London,0
Kingston upon Thames,Other grants within AEF ,4386.0,Outer London,0
Lambeth,Other grants within AEF ,35801.0,Inner London,0
Lewisham,Other grants within AEF ,0.0,Inner London,0
Merton,Other grants within AEF ,7376.0,Outer London,0
Newham,Other grants within AEF ,2013.0,Inner London,0
Redbridge,Other grants within AEF ,14264.0,Outer London,0
Richmond upon Thames,Other grants within AEF ,9822.0,Outer London,0
Southwark,Other grants within AEF ,165382.0,Inner London,0
Sutton,Other grants within AEF ,4200.0,Outer London,0
Tower Hamlets,Other grants within AEF ,6562.0,Inner London,0
Waltham Forest,Other grants within AEF ,4789.0,Outer London,0
Wandsworth,Other grants within AEF ,9264.0,Inner London,0
Westminster,Other grants within AEF ,16900.0,Inner London,0
Barking and Dagenham,Adult and Community Learning from the ESFA,1852.0,Outer London,0
Barnet,Adult and Community Learning from the ESFA,0.0,Outer London,0
Bexley,Adult and Community Learning from the ESFA,3172.0,Outer London,0
Brent,Adult and Community Learning from the ESFA,0.0,Outer London,0
Bromley,Adult and Community Learning from the ESFA,30.0,Outer London,0
Camden,Adult and Community Learning from the ESFA,1400.0,Inner London,0
Croydon,Adult and Community Learning from the ESFA,4630.0,Outer London,0
Ealing,Adult and Community Learning from the ESFA,0.0,Outer London,0
Enfield,Adult and Community Learning from the ESFA,0.0,Outer London,0
Greenwich,Adult and Community Learning from the ESFA,1959.0,Outer London,0
Hackney,Adult and Community Learning from the ESFA,0.0,Inner London,0
Hammersmith and Fulham,Adult and Community Learning from the ESFA,0.0,Inner London,0
Haringey,Adult and Community Learning from the ESFA,1749.0,Inner London,0
Harrow,Adult and Community Learning from the ESFA,482.0,Outer London,0
Havering,Adult and Community Learning from the ESFA,1235.0,Outer London,0
Hillingdon,Adult and Community Learning from the ESFA,1890.0,Outer London,0
Hounslow,Adult and Community Learning from the ESFA,2884.0,Outer London,0
Islington,Adult and Community Learning from the ESFA,1129.0,Inner London,0
Kensington and Chelsea,Adult and Community Learning from the ESFA,0.0,Inner London,0
Kingston upon Thames,Adult and Community Learning from the ESFA,0.0,Outer London,0
Lambeth,Adult and Community Learning from the ESFA,2625.0,Inner London,0
Lewisham,Adult and Community Learning from the ESFA,3657.0,Inner London,0
Merton,Adult and Community Learning from the ESFA,32.0,Outer London,0
Newham,Adult and Community Learning from the ESFA,0.0,Inner London,0
Redbridge,Adult and Community Learning from the ESFA,2760.0,Outer London,0
Richmond upon Thames,Adult and Community Learning from the ESFA,0.0,Outer London,0
Southwark,Adult and Community Learning from the ESFA,0.0,Inner London,0
Sutton,Adult and Community Learning from the ESFA,164.0,Outer London,0
Tower Hamlets,Adult and Community Learning from the ESFA,36.0,Inner London,0
Waltham Forest,Adult and Community Learning from the ESFA,552.0,Outer London,0
Wandsworth,Adult and Community Learning from the ESFA,2021.0,Inner London,0
Westminster,Adult and Community Learning from the ESFA,9306.0,Inner London,0
Barking and Dagenham,Sixth Form Funding from the ESFA,11920.0,Outer London,0
Barnet,Sixth Form Funding from the ESFA,0.0,Outer London,0
Bexley,Sixth Form Funding from the ESFA,0.0,Outer London,0
Brent,Sixth Form Funding from the ESFA,3940.0,Outer London,0
Bromley,Sixth Form Funding from the ESFA,2989.0,Outer London,0
Camden,Sixth Form Funding from the ESFA,0.0,Inner London,0
Croydon,Sixth Form Funding from the ESFA,0.0,Outer London,0
Ealing,Sixth Form Funding from the ESFA,11886.0,Outer London,0
Enfield,Sixth Form Funding from the ESFA,14232.0,Outer London,0
Greenwich,Sixth Form Funding from the ESFA,6364.0,Outer London,0
Hackney,Sixth Form Funding from the ESFA,5676.0,Inner London,0
Hammersmith and Fulham,Sixth Form Funding from the ESFA,5211.0,Inner London,0
Haringey,Sixth Form Funding from the ESFA,0.0,Inner London,0
Harrow,Sixth Form Funding from the ESFA,183.0,Outer London,0
Havering,Sixth Form Funding from the ESFA,0.0,Outer London,0
Hillingdon,Sixth Form Funding from the ESFA,1428.0,Outer London,0
Hounslow,Sixth Form Funding from the ESFA,0.0,Outer London,0
Islington,Sixth Form Funding from the ESFA,3419.0,Inner London,0
Kensington and Chelsea,Sixth Form Funding from the ESFA,0.0,Inner London,0
Kingston upon Thames,Sixth Form Funding from the ESFA,0.0,Outer London,0
Lambeth,Sixth Form Funding from the ESFA,0.0,Inner London,0
Lewisham,Sixth Form Funding from the ESFA,3009.0,Inner London,0
Merton,Sixth Form Funding from the ESFA,8524.0,Outer London,0
Newham,Sixth Form Funding from the ESFA,4638.0,Inner London,0
Redbridge,Sixth Form Funding from the ESFA,23181.0,Outer London,0
Richmond upon Thames,Sixth Form Funding from the ESFA,0.0,Outer London,0
Southwark,Sixth Form Funding from the ESFA,0.0,Inner London,0
Sutton,Sixth Form Funding from the ESFA,1364.0,Outer London,0
Tower Hamlets,Sixth Form Funding from the ESFA,15308.0,Inner London,0
Waltham Forest,Sixth Form Funding from the ESFA,0.0,Outer London,0
Wandsworth,Sixth Form Funding from the ESFA,1139.0,Inner London,0
Westminster,Sixth Form Funding from the ESFA,0.0,Inner London,0
Barking and Dagenham,Mandatory Rent Allowances: subsidy ,31744.0,Outer London,0
Barnet,Mandatory Rent Allowances: subsidy ,123976.0,Outer London,0
Bexley,Mandatory Rent Allowances: subsidy ,57329.0,Outer London,0
Brent,Mandatory Rent Allowances: subsidy ,181404.0,Outer London,0
Bromley,Mandatory Rent Allowances: subsidy ,59047.0,Outer London,0
Camden,Mandatory Rent Allowances: subsidy ,64444.0,Inner London,0
Croydon,Mandatory Rent Allowances: subsidy ,84148.0,Outer London,0
Ealing,Mandatory Rent Allowances: subsidy ,98697.0,Outer London,0
Enfield,Mandatory Rent Allowances: subsidy ,131263.0,Outer London,0
Greenwich,Mandatory Rent Allowances: subsidy ,72263.0,Outer London,0
Hackney,Mandatory Rent Allowances: subsidy ,193966.0,Inner London,0
Hammersmith and Fulham,Mandatory Rent Allowances: subsidy ,51389.0,Inner London,0
Haringey,Mandatory Rent Allowances: subsidy ,156201.0,Inner London,0
Harrow,Mandatory Rent Allowances: subsidy ,66738.0,Outer London,0
Havering,Mandatory Rent Allowances: subsidy ,44445.0,Outer London,0
Hillingdon,Mandatory Rent Allowances: subsidy ,62419.0,Outer London,0
Hounslow,Mandatory Rent Allowances: subsidy ,60235.0,Outer London,0
Islington,Mandatory Rent Allowances: subsidy ,72167.0,Inner London,0
Kensington and Chelsea,Mandatory Rent Allowances: subsidy ,60938.0,Inner London,0
Kingston upon Thames,Mandatory Rent Allowances: subsidy ,29194.0,Outer London,0
Lambeth,Mandatory Rent Allowances: subsidy ,90768.0,Inner London,0
Lewisham,Mandatory Rent Allowances: subsidy ,116519.0,Inner London,0
Merton,Mandatory Rent Allowances: subsidy ,50200.0,Outer London,0
Newham,Mandatory Rent Allowances: subsidy ,0.0,Inner London,0
Redbridge,Mandatory Rent Allowances: subsidy ,94789.0,Outer London,0
Richmond upon Thames,Mandatory Rent Allowances: subsidy ,42185.0,Outer London,0
Southwark,Mandatory Rent Allowances: subsidy ,46024.0,Inner London,0
Sutton,Mandatory Rent Allowances: subsidy ,26166.0,Outer London,0
Tower Hamlets,Mandatory Rent Allowances: subsidy ,114298.0,Inner London,0
Waltham Forest,Mandatory Rent Allowances: subsidy ,138484.0,Outer London,0
Wandsworth,Mandatory Rent Allowances: subsidy ,69341.0,Inner London,0
Westminster,Mandatory Rent Allowances: subsidy ,97541.0,Inner London,0
Barking and Dagenham,Mandatory Rent Rebates outside HRA: subsidy ,10373.0,Outer London,0
Barnet,Mandatory Rent Rebates outside HRA: subsidy ,16700.0,Outer London,0
Bexley,Mandatory Rent Rebates outside HRA: subsidy ,0.0,Outer London,0
Brent,Mandatory Rent Rebates outside HRA: subsidy ,17972.0,Outer London,0
Bromley,Mandatory Rent Rebates outside HRA: subsidy ,11222.0,Outer London,0
Camden,Mandatory Rent Rebates outside HRA: subsidy ,0.0,Inner London,0
Croydon,Mandatory Rent Rebates outside HRA: subsidy ,20854.0,Outer London,0
Ealing,Mandatory Rent Rebates outside HRA: subsidy ,29398.0,Outer London,0
Enfield,Mandatory Rent Rebates outside HRA: subsidy ,41822.0,Outer London,0
Greenwich,Mandatory Rent Rebates outside HRA: subsidy ,13161.0,Outer London,0
Hackney,Mandatory Rent Rebates outside HRA: subsidy ,31431.0,Inner London,0
Hammersmith and Fulham,Mandatory Rent Rebates outside HRA: subsidy ,8149.0,Inner London,0
Haringey,Mandatory Rent Rebates outside HRA: subsidy ,26789.0,Inner London,0
Harrow,Mandatory Rent Rebates outside HRA: subsidy ,0.0,Outer London,0
Havering,Mandatory Rent Rebates outside HRA: subsidy ,6239.0,Outer London,0
Hillingdon,Mandatory Rent Rebates outside HRA: subsidy ,2873.0,Outer London,0
Hounslow,Mandatory Rent Rebates outside HRA: subsidy ,2573.0,Outer London,0
Islington,Mandatory Rent Rebates outside HRA: subsidy ,0.0,Inner London,0
Kensington and Chelsea,Mandatory Rent Rebates outside HRA: subsidy ,31214.0,Inner London,0
Kingston upon Thames,Mandatory Rent Rebates outside HRA: subsidy ,6659.0,Outer London,0
Lambeth,Mandatory Rent Rebates outside HRA: subsidy ,28745.0,Inner London,0
Lewisham,Mandatory Rent Rebates outside HRA: subsidy ,10723.0,Inner London,0
Merton,Mandatory Rent Rebates outside HRA: subsidy ,5000.0,Outer London,0
Newham,Mandatory Rent Rebates outside HRA: subsidy ,39796.0,Inner London,0
Redbridge,Mandatory Rent Rebates outside HRA: subsidy ,28426.0,Outer London,0
Richmond upon Thames,Mandatory Rent Rebates outside HRA: subsidy ,2478.0,Outer London,0
Southwark,Mandatory Rent Rebates outside HRA: subsidy ,20034.0,Inner London,0
Sutton,Mandatory Rent Rebates outside HRA: subsidy ,7164.0,Outer London,0
Tower Hamlets,Mandatory Rent Rebates outside HRA: subsidy ,25328.0,Inner London,0
Waltham Forest,Mandatory Rent Rebates outside HRA: subsidy ,12682.0,Outer London,0
Wandsworth,Mandatory Rent Rebates outside HRA: subsidy ,13839.0,Inner London,0
Westminster,Mandatory Rent Rebates outside HRA: subsidy ,39959.0,Inner London,0
Barking and Dagenham,Rent Rebates Granted to HRA Tenants: subsidy,27619.0,Outer London,0
Barnet,Rent Rebates Granted to HRA Tenants: subsidy,19060.0,Outer London,0
Bexley,Rent Rebates Granted to HRA Tenants: subsidy,0.0,Outer London,0
Brent,Rent Rebates Granted to HRA Tenants: subsidy,19458.0,Outer London,0
Bromley,Rent Rebates Granted to HRA Tenants: subsidy,0.0,Outer London,0
Camden,Rent Rebates Granted to HRA Tenants: subsidy,60454.0,Inner London,0
Croydon,Rent Rebates Granted to HRA Tenants: subsidy,24466.0,Outer London,0
Ealing,Rent Rebates Granted to HRA Tenants: subsidy,24417.0,Outer London,0
Enfield,Rent Rebates Granted to HRA Tenants: subsidy,21544.0,Outer London,0
Greenwich,Rent Rebates Granted to HRA Tenants: subsidy,38902.0,Outer London,0
Hackney,Rent Rebates Granted to HRA Tenants: subsidy,64136.0,Inner London,0
Hammersmith and Fulham,Rent Rebates Granted to HRA Tenants: subsidy,25414.0,Inner London,0
Haringey,Rent Rebates Granted to HRA Tenants: subsidy,49095.0,Inner London,0
Harrow,Rent Rebates Granted to HRA Tenants: subsidy,25790.0,Outer London,0
Havering,Rent Rebates Granted to HRA Tenants: subsidy,24954.0,Outer London,0
Hillingdon,Rent Rebates Granted to HRA Tenants: subsidy,23718.0,Outer London,0
Hounslow,Rent Rebates Granted to HRA Tenants: subsidy,30672.0,Outer London,0
Islington,Rent Rebates Granted to HRA Tenants: subsidy,72894.0,Inner London,0
Kensington and Chelsea,Rent Rebates Granted to HRA Tenants: subsidy,20753.0,Inner London,0
Kingston upon Thames,Rent Rebates Granted to HRA Tenants: subsidy,13220.0,Outer London,0
Lambeth,Rent Rebates Granted to HRA Tenants: subsidy,41151.0,Inner London,0
Lewisham,Rent Rebates Granted to HRA Tenants: subsidy,27577.0,Inner London,0
Merton,Rent Rebates Granted to HRA Tenants: subsidy,0.0,Outer London,0
Newham,Rent Rebates Granted to HRA Tenants: subsidy,171860.0,Inner London,0
Redbridge,Rent Rebates Granted to HRA Tenants: subsidy,10914.0,Outer London,0
Richmond upon Thames,Rent Rebates Granted to HRA Tenants: subsidy,0.0,Outer London,0
Southwark,Rent Rebates Granted to HRA Tenants: subsidy,60608.0,Inner London,0
Sutton,Rent Rebates Granted to HRA Tenants: subsidy,9554.0,Outer London,0
Tower Hamlets,Rent Rebates Granted to HRA Tenants: subsidy,31634.0,Inner London,0
Waltham Forest,Rent Rebates Granted to HRA Tenants: subsidy,35172.0,Outer London,0
Wandsworth,Rent Rebates Granted to HRA Tenants: subsidy,45037.0,Inner London,0
Westminster,Rent Rebates Granted to HRA Tenants: subsidy,39959.0,Inner London,0
Barking and Dagenham,Other grants outside AEF ,0.0,Outer London,0
Barnet,Other grants outside AEF ,11400.0,Outer London,0
Bexley,Other grants outside AEF ,0.0,Outer London,0
Brent,Other grants outside AEF ,4320.0,Outer London,0
Bromley,Other grants outside AEF ,2465.0,Outer London,0
Camden,Other grants outside AEF ,0.0,Inner London,0
Croydon,Other grants outside AEF ,129.0,Outer London,0
Ealing,Other grants outside AEF ,2586.0,Outer London,0
Enfield,Other grants outside AEF ,0.0,Outer London,0
Greenwich,Other grants outside AEF ,1504.0,Outer London,0
Hackney,Other grants outside AEF ,0.0,Inner London,0
Hammersmith and Fulham,Other grants outside AEF ,0.0,Inner London,0
Haringey,Other grants outside AEF ,289.0,Inner London,0
Harrow,Other grants outside AEF ,0.0,Outer London,0
Havering,Other grants outside AEF ,1486.0,Outer London,0
Hillingdon,Other grants outside AEF ,0.0,Outer London,0
Hounslow,Other grants outside AEF ,0.0,Outer London,0
Islington,Other grants outside AEF ,0.0,Inner London,0
Kensington and Chelsea,Other grants outside AEF ,473.0,Inner London,0
Kingston upon Thames,Other grants outside AEF ,0.0,Outer London,0
Lambeth,Other grants outside AEF ,0.0,Inner London,0
Lewisham,Other grants outside AEF ,35060.0,Inner London,0
Merton,Other grants outside AEF ,1226.0,Outer London,0
Newham,Other grants outside AEF ,3460.0,Inner London,0
Redbridge,Other grants outside AEF ,1428.0,Outer London,0
Richmond upon Thames,Other grants outside AEF ,304.0,Outer London,0
Southwark,Other grants outside AEF ,0.0,Inner London,0
Sutton,Other grants outside AEF ,2776.0,Outer London,0
Tower Hamlets,Other grants outside AEF ,14870.0,Inner London,0
Waltham Forest,Other grants outside AEF ,8436.0,Outer London,0
Wandsworth,Other grants outside AEF ,787.0,Inner London,0
Westminster,Other grants outside AEF ,0.0,Inner London,0
Barking and Dagenham,Dedicated Schools Grant (DSG) - per capita,1303.1429876656007,Outer London,1
Barnet,Dedicated Schools Grant (DSG) - per capita,682.7819162599537,Outer London,1
Bexley,Dedicated Schools Grant (DSG) - per capita,427.22515212981745,Outer London,1
Brent,Dedicated Schools Grant (DSG) - per capita,695.9152442613301,Outer London,1
Bromley,Dedicated Schools Grant (DSG) - per capita,352.8878787878788,Outer London,1
Camden,Dedicated Schools Grant (DSG) - per capita,1009.2003807710614,Inner London,1
Croydon,Dedicated Schools Grant (DSG) - per capita,547.7149437052201,Outer London,1
Ealing,Dedicated Schools Grant (DSG) - per capita,915.3282484336693,Outer London,1
Enfield,Dedicated Schools Grant (DSG) - per capita,786.3939393939394,Outer London,1
Greenwich,Dedicated Schools Grant (DSG) - per capita,882.5250778277413,Outer London,1
Hackney,Dedicated Schools Grant (DSG) - per capita,984.645061728395,Inner London,1
Hammersmith and Fulham,Dedicated Schools Grant (DSG) - per capita,493.4552401746725,Inner London,1
Haringey,Dedicated Schools Grant (DSG) - per capita,1185.8478425435276,Inner London,1
Harrow,Dedicated Schools Grant (DSG) - per capita,632.7210103329506,Outer London,1
Havering,Dedicated Schools Grant (DSG) - per capita,645.2824427480916,Outer London,1
Hillingdon,Dedicated Schools Grant (DSG) - per capita,695.4233409610983,Outer London,1
Hounslow,Dedicated Schools Grant (DSG) - per capita,741.8147120055517,Outer London,1
Islington,Dedicated Schools Grant (DSG) - per capita,774.6214219759926,Inner London,1
Kensington and Chelsea,Dedicated Schools Grant (DSG) - per capita,553.8493723849373,Inner London,1
Kingston upon Thames,Dedicated Schools Grant (DSG) - per capita,581.3571428571429,Outer London,1
Lambeth,Dedicated Schools Grant (DSG) - per capita,805.9068010075566,Inner London,1
Lewisham,Dedicated Schools Grant (DSG) - per capita,924.121756487026,Inner London,1
Merton,Dedicated Schools Grant (DSG) - per capita,897.4395910780669,Outer London,1
Newham,Dedicated Schools Grant (DSG) - per capita,760.6949587012248,Inner London,1
Redbridge,Dedicated Schools Grant (DSG) - per capita,975.0402835965195,Outer London,1
Richmond upon Thames,Dedicated Schools Grant (DSG) - per capita,678.201844262295,Outer London,1
Southwark,Dedicated Schools Grant (DSG) - per capita,0.0,Inner London,1
Sutton,Dedicated Schools Grant (DSG) - per capita,654.1507633587786,Outer London,1
Tower Hamlets,Dedicated Schools Grant (DSG) - per capita,1396.3035771833709,Inner London,1
Waltham Forest,Dedicated Schools Grant (DSG) - per capita,755.1221264367816,Outer London,1
Wandsworth,Dedicated Schools Grant (DSG) - per capita,520.0213740458015,Inner London,1
Westminster,Dedicated Schools Grant (DSG) - per capita,465.3206069505629,Inner London,1
Barking and Dagenham,Pupil Premium Grant - per capita,71.77706715395158,Outer London,1
Barnet,Pupil Premium Grant - per capita,0.0,Outer London,1
Bexley,Pupil Premium Grant - per capita,5.578093306288032,Outer London,1
Brent,Pupil Premium Grant - per capita,19.193643319599765,Outer London,1
Bromley,Pupil Premium Grant - per capita,3.9393939393939394,Outer London,1
Camden,Pupil Premium Grant - per capita,2.018086625416468,Inner London,1
Croydon,Pupil Premium Grant - per capita,2.983623336745138,Outer London,1
Ealing,Pupil Premium Grant - per capita,36.70389539634977,Outer London,1
Enfield,Pupil Premium Grant - per capita,31.045454545454547,Outer London,1
Greenwich,Pupil Premium Grant - per capita,34.13005880318229,Outer London,1
Hackney,Pupil Premium Grant - per capita,44.21682098765432,Inner London,1
Hammersmith and Fulham,Pupil Premium Grant - per capita,18.34061135371179,Inner London,1
Haringey,Pupil Premium Grant - per capita,0.0,Inner London,1
Harrow,Pupil Premium Grant - per capita,0.0,Outer London,1
Havering,Pupil Premium Grant - per capita,20.34732824427481,Outer London,1
Hillingdon,Pupil Premium Grant - per capita,27.796665576985944,Outer London,1
Hounslow,Pupil Premium Grant - per capita,41.48854961832061,Outer London,1
Islington,Pupil Premium Grant - per capita,52.91320406278855,Inner London,1
Kensington and Chelsea,Pupil Premium Grant - per capita,24.09344490934449,Inner London,1
Kingston upon Thames,Pupil Premium Grant - per capita,14.660714285714286,Outer London,1
Lambeth,Pupil Premium Grant - per capita,2.2386649874055418,Inner London,1
Lewisham,Pupil Premium Grant - per capita,35.48236859614105,Inner London,1
Merton,Pupil Premium Grant - per capita,27.75557620817844,Outer London,1
Newham,Pupil Premium Grant - per capita,29.03731130731985,Inner London,1
Redbridge,Pupil Premium Grant - per capita,25.362552368675477,Outer London,1
Richmond upon Thames,Pupil Premium Grant - per capita,15.76844262295082,Outer London,1
Southwark,Pupil Premium Grant - per capita,0.0,Inner London,1
Sutton,Pupil Premium Grant - per capita,14.627862595419847,Outer London,1
Tower Hamlets,Pupil Premium Grant - per capita,55.172413793103445,Inner London,1
Waltham Forest,Pupil Premium Grant - per capita,25.24066091954023,Outer London,1
Wandsworth,Pupil Premium Grant - per capita,18.369465648854963,Inner London,1
Westminster,Pupil Premium Grant - per capita,25.41850220264317,Inner London,1
Barking and Dagenham,Universal Infants Free School Meals - per capita,9.456372772955687,Outer London,1
Barnet,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Bexley,Universal Infants Free School Meals - per capita,3.103448275862069,Outer London,1
Brent,Universal Infants Free School Meals - per capita,9.058269570335492,Outer London,1
Bromley,Universal Infants Free School Meals - per capita,0.7090909090909091,Outer London,1
Camden,Universal Infants Free School Meals - per capita,0.0,Inner London,1
Croydon,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Ealing,Universal Infants Free School Meals - per capita,9.267229637700899,Outer London,1
Enfield,Universal Infants Free School Meals - per capita,6.918181818181818,Outer London,1
Greenwich,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Hackney,Universal Infants Free School Meals - per capita,6.7592592592592595,Inner London,1
Hammersmith and Fulham,Universal Infants Free School Meals - per capita,4.503275109170306,Inner London,1
Haringey,Universal Infants Free School Meals - per capita,0.0,Inner London,1
Harrow,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Havering,Universal Infants Free School Meals - per capita,10.938931297709924,Outer London,1
Hillingdon,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Hounslow,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Islington,Universal Infants Free School Meals - per capita,3.2317636195752537,Inner London,1
Kensington and Chelsea,Universal Infants Free School Meals - per capita,5.557880055788005,Inner London,1
Kingston upon Thames,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Lambeth,Universal Infants Free School Meals - per capita,0.0,Inner London,1
Lewisham,Universal Infants Free School Meals - per capita,15.422488356620093,Inner London,1
Merton,Universal Infants Free School Meals - per capita,0.0,Outer London,1
Newham,Universal Infants Free School Meals - per capita,5.8872116206209055,Inner London,1
Redbridge,Universal Infants Free School Meals - per capita,11.601675797615211,Outer London,1
Richmond upon Thames,Universal Infants Free School Meals - per capita,11.65983606557377,Outer London,1
Southwark,Universal Infants Free School Meals - per capita,0.0,Inner London,1
Sutton,Universal Infants Free School Meals - per capita,5.019083969465649,Outer London,1
Tower Hamlets,Universal Infants Free School Meals - per capita,7.379954882371898,Inner London,1
Waltham Forest,Universal Infants Free School Meals - per capita,3.969109195402299,Outer London,1
Wandsworth,Universal Infants Free School Meals - per capita,0.0,Inner London,1
Westminster,Universal Infants Free School Meals - per capita,5.535976505139501,Inner London,1
Barking and Dagenham,Public Health Grant  - per capita,85.69666514390133,Outer London,1
Barnet,Public Health Grant  - per capita,49.39121500128436,Outer London,1
Bexley,Public Health Grant  - per capita,44.17849898580122,Outer London,1
Brent,Public Health Grant  - per capita,71.33608004708653,Outer London,1
Bromley,Public Health Grant  - per capita,49.68787878787879,Outer London,1
Camden,Public Health Grant  - per capita,141.3660161827701,Inner London,1
Croydon,Public Health Grant  - per capita,61.7553735926305,Outer London,1
Ealing,Public Health Grant  - per capita,74.68537183328793,Outer London,1
Enfield,Public Health Grant  - per capita,57.663636363636364,Outer London,1
Greenwich,Public Health Grant  - per capita,89.64372189553788,Outer London,1
Hackney,Public Health Grant  - per capita,146.00694444444446,Inner London,1
Hammersmith and Fulham,Public Health Grant  - per capita,132.82205240174673,Inner London,1
Haringey,Public Health Grant  - per capita,86.0219530658592,Inner London,1
Harrow,Public Health Grant  - per capita,47.02640642939151,Outer London,1
Havering,Public Health Grant  - per capita,46.896946564885496,Outer London,1
Hillingdon,Public Health Grant  - per capita,63.40634194181105,Outer London,1
Hounslow,Public Health Grant  - per capita,60.12838306731437,Outer London,1
Islington,Public Health Grant  - per capita,135.8956602031394,Inner London,1
Kensington and Chelsea,Public Health Grant  - per capita,162.78242677824267,Inner London,1
Kingston upon Thames,Public Health Grant  - per capita,67.85714285714286,Outer London,1
Lambeth,Public Health Grant  - per capita,113.35012594458438,Inner London,1
Lewisham,Public Health Grant  - per capita,91.67332002661344,Inner London,1
Merton,Public Health Grant  - per capita,54.40985130111524,Outer London,1
