borough,variable,value,borough_category,is_per_capita
Richmond upon Thames,Interest: HRA item 8 payments and receipts,0.0,Outer London,0
Southwark,Interest: HRA item 8 payments and receipts,0.0,Inner London,0
Sutton,Interest: HRA item 8 payments and receipts,-9205.0,Outer London,0
Tower Hamlets,Interest: HRA item 8 payments and receipts,-619.0,Inner London,0
Waltham Forest,Interest: HRA item 8 payments and receipts,-9373.0,Outer London,0
Wandsworth,Interest: HRA item 8 payments and receipts,0.0,Inner London,0
Westminster,Interest: HRA item 8 payments and receipts,0.0,Inner London,0
Barking and Dagenham,Interest and investment income (-): external receipts and dividends,-12903.0,Outer London,0
Barnet,Interest and investment income (-): external receipts and dividends,-11121.0,Outer London,0
Bexley,Interest and investment income (-): external receipts and dividends,-3912.0,Outer London,0
Brent,Interest and investment income (-): external receipts and dividends,-4170.0,Outer London,0
Bromley,Interest and investment income (-): external receipts and dividends,-15415.0,Outer London,0
Camden,Interest and investment income (-): external receipts and dividends,-19045.0,Inner London,0
Croydon,Interest and investment income (-): external receipts and dividends,-2660.0,Outer London,0
Ealing,Interest and investment income (-): external receipts and dividends,-21868.0,Outer London,0
Enfield,Interest and investment income (-): external receipts and dividends,-3004.0,Outer London,0
Greenwich,Interest and investment income (-): external receipts and dividends,-1186.0,Outer London,0
Hackney,Interest and investment income (-): external receipts and dividends,-9569.0,Inner London,0
Hammersmith and Fulham,Interest and investment income (-): external receipts and dividends,-5200.0,Inner London,0
Haringey,Interest and investment income (-): external receipts and dividends,-1957.0,Inner London,0
Harrow,Interest and investment income (-): external receipts and dividends,-4733.0,Outer London,0
Havering,Interest and investment income (-): external receipts and dividends,-5795.0,Outer London,0
Hillingdon,Interest and investment income (-): external receipts and dividends,0.0,Outer London,0
Hounslow,Interest and investment income (-): external receipts and dividends,-23483.0,Outer London,0
Islington,Interest and investment income (-): external receipts and dividends,-1750.0,Inner London,0
Kensington and Chelsea,Interest and investment income (-): external receipts and dividends,-356.0,Inner London,0
Kingston upon Thames,Interest and investment income (-): external receipts and dividends,-11256.0,Outer London,0
Lambeth,Interest and investment income (-): external receipts and dividends,-4147.0,Inner London,0
Lewisham,Interest and investment income (-): external receipts and dividends,-4420.0,Inner London,0
Merton,Interest and investment income (-): external receipts and dividends,-8580.0,Outer London,0
Newham,Interest and investment income (-): external receipts and dividends,-16551.0,Inner London,0
Redbridge,Interest and investment income (-): external receipts and dividends,-12391.0,Outer London,0
Richmond upon Thames,Interest and investment income (-): external receipts and dividends,-6504.0,Outer London,0
Southwark,Interest and investment income (-): external receipts and dividends,-11926.0,Inner London,0
Sutton,Interest and investment income (-): external receipts and dividends,-7203.0,Outer London,0
Tower Hamlets,Interest and investment income (-): external receipts and dividends,-4875.0,Inner London,0
Waltham Forest,Interest and investment income (-): external receipts and dividends,-1288.0,Outer London,0
Wandsworth,Interest and investment income (-): external receipts and dividends,-27602.0,Inner London,0
Westminster,Interest and investment income (-): external receipts and dividends,-41483.0,Inner London,0
Barking and Dagenham,Income from Treasury Management activities,-6503.0,Outer London,0
Barnet,Income from Treasury Management activities,0.0,Outer London,0
Bexley,Income from Treasury Management activities,-3455.0,Outer London,0
Brent,Income from Treasury Management activities,0.0,Outer London,0
Bromley,Income from Treasury Management activities,0.0,Outer London,0
Camden,Income from Treasury Management activities,-19045.0,Inner London,0
Croydon,Income from Treasury Management activities,-165.0,Outer London,0
Ealing,Income from Treasury Management activities,-21868.0,Outer London,0
Enfield,Income from Treasury Management activities,-3004.0,Outer London,0
Greenwich,Income from Treasury Management activities,-1186.0,Outer London,0
Hackney,Income from Treasury Management activities,0.0,Inner London,0
Hammersmith and Fulham,Income from Treasury Management activities,-5200.0,Inner London,0
Haringey,Income from Treasury Management activities,-1957.0,Inner London,0
Harrow,Income from Treasury Management activities,-1880.0,Outer London,0
Havering,Income from Treasury Management activities,-1250.0,Outer London,0
Hillingdon,Income from Treasury Management activities,0.0,Outer London,0
Hounslow,Income from Treasury Management activities,-10021.0,Outer London,0
Islington,Income from Treasury Management activities,-1750.0,Inner London,0
Kensington and Chelsea,Income from Treasury Management activities,-356.0,Inner London,0
Kingston upon Thames,Income from Treasury Management activities,-3128.0,Outer London,0
Lambeth,Income from Treasury Management activities,0.0,Inner London,0
Lewisham,Income from Treasury Management activities,-4000.0,Inner London,0
Merton,Income from Treasury Management activities,-8580.0,Outer London,0
Newham,Income from Treasury Management activities,-9540.0,Inner London,0
Redbridge,Income from Treasury Management activities,-6186.0,Outer London,0
Richmond upon Thames,Income from Treasury Management activities,-6504.0,Outer London,0
Southwark,Income from Treasury Management activities,0.0,Inner London,0
Sutton,Income from Treasury Management activities,-1940.0,Outer London,0
Tower Hamlets,Income from Treasury Management activities,-4875.0,Inner London,0
Waltham Forest,Income from Treasury Management activities,-736.0,Outer London,0
Wandsworth,Income from Treasury Management activities,-27602.0,Inner London,0
Westminster,Income from Treasury Management activities,-41483.0,Inner London,0
Barking and Dagenham,"Income from non-treasury management activities, of which:",-6400.0,Outer London,0
Barnet,"Income from non-treasury management activities, of which:",-11121.0,Outer London,0
Bexley,"Income from non-treasury management activities, of which:",-457.0,Outer London,0
Brent,"Income from non-treasury management activities, of which:",-4170.0,Outer London,0
Bromley,"Income from non-treasury management activities, of which:",-15415.0,Outer London,0
Camden,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Croydon,"Income from non-treasury management activities, of which:",-2495.0,Outer London,0
Ealing,"Income from non-treasury management activities, of which:",0.0,Outer London,0
Enfield,"Income from non-treasury management activities, of which:",0.0,Outer London,0
Greenwich,"Income from non-treasury management activities, of which:",0.0,Outer London,0
Hackney,"Income from non-treasury management activities, of which:",-9569.0,Inner London,0
Hammersmith and Fulham,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Haringey,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Harrow,"Income from non-treasury management activities, of which:",-2853.0,Outer London,0
Havering,"Income from non-treasury management activities, of which:",-4545.0,Outer London,0
Hillingdon,"Income from non-treasury management activities, of which:",0.0,Outer London,0
Hounslow,"Income from non-treasury management activities, of which:",-13462.0,Outer London,0
Islington,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Kensington and Chelsea,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Kingston upon Thames,"Income from non-treasury management activities, of which:",-8128.0,Outer London,0
Lambeth,"Income from non-treasury management activities, of which:",-4147.0,Inner London,0
Lewisham,"Income from non-treasury management activities, of which:",-420.0,Inner London,0
Merton,"Income from non-treasury management activities, of which:",0.0,Outer London,0
Newham,"Income from non-treasury management activities, of which:",-7011.0,Inner London,0
Redbridge,"Income from non-treasury management activities, of which:",-6205.0,Outer London,0
Richmond upon Thames,"Income from non-treasury management activities, of which:",0.0,Outer London,0
Southwark,"Income from non-treasury management activities, of which:",-11926.0,Inner London,0
Sutton,"Income from non-treasury management activities, of which:",-5263.0,Outer London,0
Tower Hamlets,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Waltham Forest,"Income from non-treasury management activities, of which:",-552.0,Outer London,0
Wandsworth,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Westminster,"Income from non-treasury management activities, of which:",0.0,Inner London,0
Barking and Dagenham, � Investment properties,-6400.0,Outer London,0
Barnet, � Investment properties,0.0,Outer London,0
Bexley, � Investment properties,-457.0,Outer London,0
Brent, � Investment properties,0.0,Outer London,0
Bromley, � Investment properties,-3382.0,Outer London,0
Camden, � Investment properties,0.0,Inner London,0
Croydon, � Investment properties,0.0,Outer London,0
Ealing, � Investment properties,0.0,Outer London,0
Enfield, � Investment properties,0.0,Outer London,0
Greenwich, � Investment properties,0.0,Outer London,0
Hackney, � Investment properties,-9569.0,Inner London,0
Hammersmith and Fulham, � Investment properties,0.0,Inner London,0
Haringey, � Investment properties,0.0,Inner London,0
Harrow, � Investment properties,-2853.0,Outer London,0
Havering, � Investment properties,-4545.0,Outer London,0
Hillingdon, � Investment properties,0.0,Outer London,0
Hounslow, � Investment properties,-4587.0,Outer London,0
Islington, � Investment properties,0.0,Inner London,0
Kensington and Chelsea, � Investment properties,0.0,Inner London,0
Kingston upon Thames, � Investment properties,-8128.0,Outer London,0
Lambeth, � Investment properties,0.0,Inner London,0
Lewisham, � Investment properties,0.0,Inner London,0
Merton, � Investment properties,0.0,Outer London,0
Newham, � Investment properties,-7011.0,Inner London,0
Redbridge, � Investment properties,-6205.0,Outer London,0
Richmond upon Thames, � Investment properties,0.0,Outer London,0
Southwark, � Investment properties,-11226.0,Inner London,0
Sutton, � Investment properties,-5263.0,Outer London,0
Tower Hamlets, � Investment properties,0.0,Inner London,0
Waltham Forest, � Investment properties,-190.0,Outer London,0
Wandsworth, � Investment properties,0.0,Inner London,0
Westminster, � Investment properties,0.0,Inner London,0
Barking and Dagenham, � Dividends from subsidiaries,0.0,Outer London,0
Barnet, � Dividends from subsidiaries,0.0,Outer London,0
Bexley, � Dividends from subsidiaries,0.0,Outer London,0
Brent, � Dividends from subsidiaries,0.0,Outer London,0
Bromley, � Dividends from subsidiaries,0.0,Outer London,0
Camden, � Dividends from subsidiaries,0.0,Inner London,0
Croydon, � Dividends from subsidiaries,0.0,Outer London,0
Ealing, � Dividends from subsidiaries,0.0,Outer London,0
Enfield, � Dividends from subsidiaries,0.0,Outer London,0
Greenwich, � Dividends from subsidiaries,0.0,Outer London,0
Hackney, � Dividends from subsidiaries,0.0,Inner London,0
Hammersmith and Fulham, � Dividends from subsidiaries,0.0,Inner London,0
Haringey, � Dividends from subsidiaries,0.0,Inner London,0
Harrow, � Dividends from subsidiaries,0.0,Outer London,0
Havering, � Dividends from subsidiaries,0.0,Outer London,0
Hillingdon, � Dividends from subsidiaries,0.0,Outer London,0
Hounslow, � Dividends from subsidiaries,0.0,Outer London,0
Islington, � Dividends from subsidiaries,0.0,Inner London,0
Kensington and Chelsea, � Dividends from subsidiaries,0.0,Inner London,0
Kingston upon Thames, � Dividends from subsidiaries,0.0,Outer London,0
Lambeth, � Dividends from subsidiaries,0.0,Inner London,0
Lewisham, � Dividends from subsidiaries,0.0,Inner London,0
Merton, � Dividends from subsidiaries,0.0,Outer London,0
Newham, � Dividends from subsidiaries,0.0,Inner London,0
Redbridge, � Dividends from subsidiaries,0.0,Outer London,0
Richmond upon Thames, � Dividends from subsidiaries,0.0,Outer London,0
Southwark, � Dividends from subsidiaries,0.0,Inner London,0
Sutton, � Dividends from subsidiaries,0.0,Outer London,0
Tower Hamlets, � Dividends from subsidiaries,0.0,Inner London,0
Waltham Forest, � Dividends from subsidiaries,0.0,Outer London,0
Wandsworth, � Dividends from subsidiaries,0.0,Inner London,0
Westminster, � Dividends from subsidiaries,0.0,Inner London,0
Barking and Dagenham, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Barnet, � Dividends from equity other than subsidiaries,-8971.0,Outer London,0
Bexley, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Brent, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Bromley, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Camden, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Croydon, � Dividends from equity other than subsidiaries,-1485.0,Outer London,0
Ealing, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Enfield, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Greenwich, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Hackney, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Hammersmith and Fulham, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Haringey, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Harrow, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Havering, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Hillingdon, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Hounslow, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Islington, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Kensington and Chelsea, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Kingston upon Thames, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Lambeth, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Lewisham, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Merton, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Newham, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Redbridge, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Richmond upon Thames, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Southwark, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Sutton, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Tower Hamlets, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Waltham Forest, � Dividends from equity other than subsidiaries,0.0,Outer London,0
Wandsworth, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Westminster, � Dividends from equity other than subsidiaries,0.0,Inner London,0
Barking and Dagenham, � Income from joint ventures,0.0,Outer London,0
Barnet, � Income from joint ventures,0.0,Outer London,0
Bexley, � Income from joint ventures,0.0,Outer London,0
Brent, � Income from joint ventures,0.0,Outer London,0
Bromley, � Income from joint ventures,0.0,Outer London,0
Camden, � Income from joint ventures,0.0,Inner London,0
Croydon, � Income from joint ventures,0.0,Outer London,0
Ealing, � Income from joint ventures,0.0,Outer London,0
Enfield, � Income from joint ventures,0.0,Outer London,0
Greenwich, � Income from joint ventures,0.0,Outer London,0
Hackney, � Income from joint ventures,0.0,Inner London,0
Hammersmith and Fulham, � Income from joint ventures,0.0,Inner London,0
Haringey, � Income from joint ventures,0.0,Inner London,0
Harrow, � Income from joint ventures,0.0,Outer London,0
Havering, � Income from joint ventures,0.0,Outer London,0
Hillingdon, � Income from joint ventures,0.0,Outer London,0
Hounslow, � Income from joint ventures,0.0,Outer London,0
Islington, � Income from joint ventures,0.0,Inner London,0
Kensington and Chelsea, � Income from joint ventures,0.0,Inner London,0
Kingston upon Thames, � Income from joint ventures,0.0,Outer London,0
Lambeth, � Income from joint ventures,0.0,Inner London,0
Lewisham, � Income from joint ventures,0.0,Inner London,0
Merton, � Income from joint ventures,0.0,Outer London,0
Newham, � Income from joint ventures,0.0,Inner London,0
Redbridge, � Income from joint ventures,0.0,Outer London,0
Richmond upon Thames, � Income from joint ventures,0.0,Outer London,0
Southwark, � Income from joint ventures,0.0,Inner London,0
Sutton, � Income from joint ventures,0.0,Outer London,0
Tower Hamlets, � Income from joint ventures,0.0,Inner London,0
Waltham Forest, � Income from joint ventures,0.0,Outer London,0
Wandsworth, � Income from joint ventures,0.0,Inner London,0
Westminster, � Income from joint ventures,0.0,Inner London,0
Barking and Dagenham, � Interest from capital loans,0.0,Outer London,0
Barnet, � Interest from capital loans,0.0,Outer London,0
Bexley, � Interest from capital loans,0.0,Outer London,0
Brent, � Interest from capital loans,-1808.0,Outer London,0
Bromley, � Interest from capital loans,0.0,Outer London,0
Camden, � Interest from capital loans,0.0,Inner London,0
Croydon, � Interest from capital loans,-1010.0,Outer London,0
Ealing, � Interest from capital loans,0.0,Outer London,0
Enfield, � Interest from capital loans,0.0,Outer London,0
Greenwich, � Interest from capital loans,0.0,Outer London,0
Hackney, � Interest from capital loans,0.0,Inner London,0
Hammersmith and Fulham, � Interest from capital loans,0.0,Inner London,0
Haringey, � Interest from capital loans,0.0,Inner London,0
Harrow, � Interest from capital loans,0.0,Outer London,0
Havering, � Interest from capital loans,0.0,Outer London,0
Hillingdon, � Interest from capital loans,0.0,Outer London,0
Hounslow, � Interest from capital loans,-8875.0,Outer London,0
Islington, � Interest from capital loans,0.0,Inner London,0
Kensington and Chelsea, � Interest from capital loans,0.0,Inner London,0
Kingston upon Thames, � Interest from capital loans,0.0,Outer London,0
Lambeth, � Interest from capital loans,-4147.0,Inner London,0
Lewisham, � Interest from capital loans,-420.0,Inner London,0
Merton, � Interest from capital loans,0.0,Outer London,0
Newham, � Interest from capital loans,0.0,Inner London,0
Redbridge, � Interest from capital loans,0.0,Outer London,0
Richmond upon Thames, � Interest from capital loans,0.0,Outer London,0
Southwark, � Interest from capital loans,0.0,Inner London,0
Sutton, � Interest from capital loans,0.0,Outer London,0
Tower Hamlets, � Interest from capital loans,0.0,Inner London,0
Waltham Forest, � Interest from capital loans,0.0,Outer London,0
Wandsworth, � Interest from capital loans,0.0,Inner London,0
Westminster, � Interest from capital loans,0.0,Inner London,0
Barking and Dagenham, � Interest from revenue loans,0.0,Outer London,0
Barnet, � Interest from revenue loans,-2150.0,Outer London,0
Bexley, � Interest from revenue loans,0.0,Outer London,0
Brent, � Interest from revenue loans,0.0,Outer London,0
Bromley, � Interest from revenue loans,-12028.0,Outer London,0
Camden, � Interest from revenue loans,0.0,Inner London,0
Croydon, � Interest from revenue loans,0.0,Outer London,0
Ealing, � Interest from revenue loans,0.0,Outer London,0
Enfield, � Interest from revenue loans,0.0,Outer London,0
Greenwich, � Interest from revenue loans,0.0,Outer London,0
Hackney, � Interest from revenue loans,0.0,Inner London,0
Hammersmith and Fulham, � Interest from revenue loans,0.0,Inner London,0
Haringey, � Interest from revenue loans,0.0,Inner London,0
Harrow, � Interest from revenue loans,0.0,Outer London,0
Havering, � Interest from revenue loans,0.0,Outer London,0
Hillingdon, � Interest from revenue loans,0.0,Outer London,0
Hounslow, � Interest from revenue loans,0.0,Outer London,0
Islington, � Interest from revenue loans,0.0,Inner London,0
Kensington and Chelsea, � Interest from revenue loans,0.0,Inner London,0
Kingston upon Thames, � Interest from revenue loans,0.0,Outer London,0
Lambeth, � Interest from revenue loans,0.0,Inner London,0
Lewisham, � Interest from revenue loans,0.0,Inner London,0
Merton, � Interest from revenue loans,0.0,Outer London,0
Newham, � Interest from revenue loans,0.0,Inner London,0
Redbridge, � Interest from revenue loans,0.0,Outer London,0
Richmond upon Thames, � Interest from revenue loans,0.0,Outer London,0
Southwark, � Interest from revenue loans,-700.0,Inner London,0
Sutton, � Interest from revenue loans,0.0,Outer London,0
Tower Hamlets, � Interest from revenue loans,0.0,Inner London,0
Waltham Forest, � Interest from revenue loans,0.0,Outer London,0
Wandsworth, � Interest from revenue loans,0.0,Inner London,0
Westminster, � Interest from revenue loans,0.0,Inner London,0
Barking and Dagenham, � Income from bonds,0.0,Outer London,0
Barnet, � Income from bonds,0.0,Outer London,0
Bexley, � Income from bonds,0.0,Outer London,0
Brent, � Income from bonds,0.0,Outer London,0
Bromley, � Income from bonds,0.0,Outer London,0
Camden, � Income from bonds,0.0,Inner London,0
Croydon, � Income from bonds,0.0,Outer London,0
Ealing, � Income from bonds,0.0,Outer London,0
Enfield, � Income from bonds,0.0,Outer London,0
Greenwich, � Income from bonds,0.0,Outer London,0
Hackney, � Income from bonds,0.0,Inner London,0
Hammersmith and Fulham, � Income from bonds,0.0,Inner London,0
Haringey, � Income from bonds,0.0,Inner London,0
Harrow, � Income from bonds,0.0,Outer London,0
Havering, � Income from bonds,0.0,Outer London,0
Hillingdon, � Income from bonds,0.0,Outer London,0
Hounslow, � Income from bonds,0.0,Outer London,0
Islington, � Income from bonds,0.0,Inner London,0
Kensington and Chelsea, � Income from bonds,0.0,Inner London,0
Kingston upon Thames, � Income from bonds,0.0,Outer London,0
Lambeth, � Income from bonds,0.0,Inner London,0
Lewisham, � Income from bonds,0.0,Inner London,0
Merton, � Income from bonds,0.0,Outer London,0
Newham, � Income from bonds,0.0,Inner London,0
Redbridge, � Income from bonds,0.0,Outer London,0
Richmond upon Thames, � Income from bonds,0.0,Outer London,0
Southwark, � Income from bonds,0.0,Inner London,0
Sutton, � Income from bonds,0.0,Outer London,0
Tower Hamlets, � Income from bonds,0.0,Inner London,0
Waltham Forest, � Income from bonds,0.0,Outer London,0
Wandsworth, � Income from bonds,0.0,Inner London,0
Westminster, � Income from bonds,0.0,Inner London,0
Barking and Dagenham, � Other ,0.0,Outer London,0
Barnet, � Other ,0.0,Outer London,0
Bexley, � Other ,0.0,Outer London,0
Brent, � Other ,-2362.0,Outer London,0
Bromley, � Other ,-5.0,Outer London,0
Camden, � Other ,0.0,Inner London,0
Croydon, � Other ,0.0,Outer London,0
Ealing, � Other ,0.0,Outer London,0
Enfield, � Other ,0.0,Outer London,0
Greenwich, � Other ,0.0,Outer London,0
Hackney, � Other ,0.0,Inner London,0
Hammersmith and Fulham, � Other ,0.0,Inner London,0
Haringey, � Other ,0.0,Inner London,0
Harrow, � Other ,0.0,Outer London,0
Havering, � Other ,0.0,Outer London,0
Hillingdon, � Other ,0.0,Outer London,0
Hounslow, � Other ,0.0,Outer London,0
Islington, � Other ,0.0,Inner London,0
Kensington and Chelsea, � Other ,0.0,Inner London,0
Kingston upon Thames, � Other ,0.0,Outer London,0
Lambeth, � Other ,0.0,Inner London,0
Lewisham, � Other ,0.0,Inner London,0
Merton, � Other ,0.0,Outer London,0
Newham, � Other ,0.0,Inner London,0
Redbridge, � Other ,0.0,Outer London,0
Richmond upon Thames, � Other ,0.0,Outer London,0
Southwark, � Other ,0.0,Inner London,0
Sutton, � Other ,0.0,Outer London,0
Tower Hamlets, � Other ,0.0,Inner London,0
Waltham Forest, � Other ,-362.0,Outer London,0
Wandsworth, � Other ,0.0,Inner London,0
Westminster, � Other ,0.0,Inner London,0
Barking and Dagenham,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Barnet,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Bexley,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Brent,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Bromley,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Camden,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Croydon,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Ealing,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Enfield,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Greenwich,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Hackney,Private Finance Initiative (PFI) schemes - difference from service charge,1657.0,Inner London,0
Hammersmith and Fulham,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Haringey,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Harrow,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Havering,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Hillingdon,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Hounslow,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Islington,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Kensington and Chelsea,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Kingston upon Thames,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Lambeth,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Lewisham,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Merton,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Newham,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Redbridge,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Richmond upon Thames,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Southwark,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Sutton,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Tower Hamlets,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Waltham Forest,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Outer London,0
Wandsworth,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Westminster,Private Finance Initiative (PFI) schemes - difference from service charge,0.0,Inner London,0
Barking and Dagenham,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Barnet,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Bexley,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Brent,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Bromley,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Camden,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Croydon,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Ealing,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Enfield,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Greenwich,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Hackney,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Hammersmith and Fulham,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Haringey,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Harrow,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Havering,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Hillingdon,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Hounslow,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Islington,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Kensington and Chelsea,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Kingston upon Thames,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Lambeth,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Lewisham,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Merton,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Newham,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Redbridge,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Richmond upon Thames,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Southwark,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Sutton,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Outer London,0
Tower Hamlets,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Waltham Forest,Appropriations to(+)/ from(-) financial instruments adjustment account,521.0,Outer London,0
Wandsworth,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Westminster,Appropriations to(+)/ from(-) financial instruments adjustment account,0.0,Inner London,0
Barking and Dagenham,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Barnet,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Bexley,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Brent,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Bromley,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Camden,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Inner London,0
Croydon,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Ealing,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Enfield,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Greenwich,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Hackney,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Inner London,0
Hammersmith and Fulham,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Inner London,0
Haringey,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Inner London,0
Harrow,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
Havering,Appropriations to(+)/ from(-) unequal pay back pay account,0.0,Outer London,0
